Hermana María Louisa, nos han enseñado que juzgar en la iglesia es enseñar.;Sister Maria Louisa, we have been taught that judging in the church is to teach.
"No juzgues rápido. No juzgues. No debemos juzgar.;and taught, 'Do not judge quickly. Do not judge.' We must not judge.
A veces juzgamos según apariencias, según lo que vemos, según lo que sentimos,;Sometimes we judge according to appearances, according to what we see, according to what we feel,
o lo que la gente nos dice. A veces la gente nos dice mentiras.;or what people tell us. Sometimes people tell us lies.
A veces son chismes, y a la vez estamos juzgando. A veces vemos a una persona pasando por la tribulación,;Sometimes they gossip, and at once we are judging. Sometimes we see a person going through tribulation,
alguien que está enfermo, alguien que perdió a su ser querido, o estuvo involucrado en un accidente,;someone who is sick, someone who lost their loved one, or was involved in an accident,
y a la vez decimos: 'Eso les pasó porque caminan de manera injusta.;and at once we say, 'That happened to them because they are walking unrighteously.
Eso les sucedió porque seguramente están cometiendo pecado. ¿Qué es eso?;That happened to them because surely they are committing sin.' What is that?
Eso es juzgar. Así que el Señor Jesucristo dijo: 'No juzgues rápido.;That is judging. So the Lord Jesus Christ said, 'Do not judge quickly.
No juzgues, para que no seas juzgado también, porque si juzgas a alguien más,;Do not judge, so that you may not be judged as well,' because if you're judging someone else,
esa persona también puede juzgarte. Eso es lo que juzga.;that person can judge you too. That is what judging is.
La otra cosa es exhortar. Exhortar es lo que estoy haciendo en este momento.;The other thing is exhorting. Exhorting is what I am doing at this moment.
En este momento estoy hablando, estoy predicando, estoy enseñando, estoy haciendo comentarios.;At this moment I am speaking, I am preaching, I am teaching, I am making comments.
Eso se llama exhortar. Exhortar es decir algo, un asunto a alguien más, ordenar o decir,;That is called exhorting. To exhort is to say something, a matter to someone else, to order or to say,
Hazlo así o así. Haz esto o eso.;'Do it this way or that way. Do this or that.
Ven y ve. Siéntate. Quédate. Eso está llamado a exhortar.;Come and go. Be seated. Stand.' That is called to exhort.
"Lee la Biblia. No te duermas." Lo que estoy haciendo es exhortar.;'Read the Bible. Do not fall asleep.' What I am doing is called exhorting.
Pero se confunde con el amonestamiento. Admonishing habla directamente a una persona.;But it does get confused with admonishment. Admonishing is speaking directly to a person.
Les admiro, y yo digo: 'Vosotros estáis caminando injustamente ante el Señor porque estáis haciendo las cosas de esta manera,;I admonish them, and I say, 'You are walking unrighteously before the Lord because you are doing things this way,
así, y estoy seguro de que estás haciendo algo injusto.;that way, and I am sure that you are doing something unrighteous.
No digas esto. No hagas eso. No lo vuelvas a hacer.;Do not say this. Do not do that. Do not do it again.
Sé prudente la próxima vez. No hables ante la gente, porque avergonzarás a la otra persona.;Be prudent next time. Do not speak before people, because you will embarrass the other person.
Deberías ser más sabio para hablar con alguien. Sé prudente.;You should be wiser to speak to address someone. Be prudent.
Ten cuidado. Ten cuidado. No pienses mal en la otra persona.;Be cautious. Be careful. Do not think badly about the other person.
Tal vez te equivocas. Esa es otra gestión, como un consejo que se da o una reprimenda, pero no tan drástica,;Maybe you're wrong.' That is another management, like an advice that is given or a reprimand, but not as drastic,
usando palabras sabias. Eso está en amonestamiento. Para que no se confunda con exhortar, porque exhortar es predicar.;using wise words. That is in admonishment. That it may not be confused with exhorting, because exhorting is to preach.
Es hablar. Y lo otro es reprender.;It is to speak. And the other thing is to rebuke.
Reconstruir es también enseñar a la otra persona, pero debe haber un sentido de familiaridad o confianza,;To rebuke is also to teach the other person, but there needs to be a sense of familiarity or trust,
que puede haber familiaridad entre los creyentes. Dependiendo de la familiaridad, puedo reprender a la persona.;that there may be familiarity among the Believers. Depending on the familiarity, I am able to rebuke the person.
Si no estoy cerca de esa persona o bien conocido, entonces lo haría en un muy cauteloso,;If I am not close with that person or well acquainted, then I would do it in a very cautious,
manera cuidadosa de decirles: 'Bueno, no pienses así', porque no puedo reprender a esa persona,;careful way of telling them, 'Well, do not think this way,' because I cannot rebuke that person,
porque sería imprudente, y tal vez esta persona lo tome mal;because it would be imprudent, and perhaps this person will take it badly
y lo tomaré como si les estuviera repregnando, como si estuviera enojada, o si les reprenda duramente.;and will take it as if I'm reprimanding them, as if I'm angry, or if I am rebuking them harshly.
Y así amonestar de esta manera debe hacerse de una manera muy sabia,;And so to admonish in this way should be done in a very wise way,
y que verdaderamente la persona cometió este error públicamente, para que puedas seguir adelante;and that truly the person made this mistake publicly, so you can go ahead
y dar esta recomendación, este reproche. Si viene una persona;and give this recommendation, this reproach. If a person comes
y dice en voz alta: 'Esta iglesia es una mentira. Esta iglesia es engañosa,' entonces les reprende,;and says out loud, 'This church is a lie. This church is deceitful,' then I rebuke them,
y yo digo: "¿Qué estás haciendo aquí? Por favor, váyase, porque no respeta el lugar.;and I say, 'What are you doing here? Please leave, because you are disrespecting the place.
Este es un lugar de Dios. Dios nos ha puesto aquí.;This is a place of God. God has placed us here.
Estás diciendo que Dios no está aquí. Así que he tenido que sacar gente de la iglesia porque se comportan así,;You are saying that God is not here.' So I have had to take people out of the church because they behave this way,
gritando, diciendo: 'Esto es una mentira, lo que estás enseñando aquí,';yelling, saying, 'This is a lie, what you are teaching here,'
y así he tenido que decirle a la gente: 'Por favor, vete.;and so I have had to tell people, 'Please leave.
No deberías estar aquí, porque no aceptas lo que se está predicando aquí. Por favor, vete;You should not be here, because you do not accept what is being preached here. Please leave.'
Eso está llamado a reprender, porque la persona cometió este error.;That is called to rebuke, because the person was committing this mistake.
Pero no puedo ir a reprender a alguien porque alguien me dijo chismes, porque alguien me dijo:,;But I cannot go and rebuke someone because someone told me gossip, because someone told me,
alguien dijo que lo hicieron o lo hicieron. No estoy seguro, así que no puedo ir;someone said that they did this or did that. I am not sure, so I cannot go
y reprende eso. Repito lo que se está haciendo en este momento, como cuando reprendas a un niño;and rebuke that. I rebuke what is being done in the moment, like when you rebuke a child
y están siendo obstinados o se comportan mal. Dices: 'Sigue.;and they're being stubborn or misbehaving. You say, 'Be still.
Cállate. No grites. Come tu comida. Y así se llama a reprender.;Be quiet. Do not yell. Eat your food.' And so that is called to rebuke.
Y cuando dices que reprendas al diablo, bueno, para reprender el diablo es un poco difícil para los hermanos;And when you say to rebuke the devil, well, to rebuke the Devil is a bit difficult for brothers
y hermanas para entender lo que eso significa, porque reprender al diablo no está diciendo, 'Te reprendo, Satanás.';and sisters to understand what that means, because to rebuke the devil is not saying, 'I rebuke you, Satan.'
No, porque el diablo se manifiesta en familia, con matrimonios, con gente cercana, amigos cercanos, con quien sea.;No, because the devil manifests himself in family, with marriages, with close people, close friends, with whomever it is.
El diablo va y entra en esa gente y va en contra de mí para decir cosas, o hacerme daño,;The devil goes and enters those people and goes against me to say things, or harm me,
o poner trampas en mi vida. Así que tengo que reprender.;or to place traps in my life. So I have to rebuke.
¿Cómo? Tengo que orar al Señor y decirle al Señor: "Señor, reprende al diablo que está en mi contra.;How? I have to pray to the Lord and say to the Lord, 'Lord, rebuke the devil who's against me.
Mira, esta gente, mis vecinos, ahora están enfadados conmigo.;Look, these people, my neighbors, are now angry with me.
Me insultan, pero sé que es el diablo.;They insult me, but I know that it's the devil.
Señor, reprende al enemigo, porque no tengo ese poder para reprenderlo, para decirle al diablo: "Silencio";Lord, rebuke the enemy,' because I do not have that power to rebuke him, to tell the devil, 'Be silent.'
Pero puedes decirle al diablo que siga siendo;But you can, you can tell the devil to be still
y no ir contra mí. Así que el diablo se manifiesta de muchas maneras diferentes,;and to not go against me. So the devil manifests himself in many different ways,
y de esta manera debemos entender cómo voy a reprender al diablo.;and in this way we ought to understand how I'm going to rebuke the devil.
Bueno, tal vez te sientas demasiado perezosa para ir a la iglesia, o quizás estés demasiado dormido,;Well, perhaps you feel too lazy to go to church, or perhaps you're too sleepy,
o no hay palabras para orar, y tú dices: 'Bueno, estoy atado.;or there are no words to pray, and you say, 'Well, I am bound.
Tengo que rezar, Señor, reprender todo esto que tengo: soy perezoso, tengo sueño,;I have to pray, Lord, rebuke all of this that I have: I'm lazy, I'm sleepy,
No me apetece ir a la iglesia. El diablo coloca todas estas cosas.;I don't feel like going to church.' The devil's placing all of these things.
"Recomprendan al enemigo". Tenemos que decirle al Señor que haga estas cosas,;'Rebuke the enemy.' We need to tell the Lord to do these things,
porque todavía nos consideramos personas sin poder para enfrentar espíritus,;because we still consider ourselves to be people without power to confront spirits,
y también tenemos que tener visiones o discernimiento para ver los espíritus con el fin de echarlos.;and we also have to have visions or discernment to see the spirits in order to cast them away.
Pero como no los vemos, y vemos las circunstancias que nos rodean, todos estos tipos diferentes de adversidades,;But since we don't see them, and we see the circumstances that surround us, all these different types of adversities,
decimos: 'Señor, reprende al enemigo' porque el enemigo está colocando tantas trampas en mi vida espiritual;we say, 'Lord, rebuke the enemy,' because the enemy is placing so many traps in my spiritual life
y coloca dificultades en el trabajo, en la escuela, en la compañía, en casa, en mi matrimonio. Hay tantas dificultades.;and places difficulties at work, at school, at the company, at home, in my marriage. There are so many difficulties.
Señor, reprende al enemigo. Si una persona viene a insultarme, entonces necesito responderles, reprenderlos,;'Lord, rebuke the enemy.' If a person comes to insult me, then I need to answer them, to rebuke them,
pero con buenas palabras también: 'No digas eso. No te expreses así.;but with good words as well: 'Do not say that. Do not express yourself this way.
No hables así. Cálmate, y después de que estés calmado, entonces podemos hablar.;Do not speak this way. Calm yourself down, and after you are calm, then we can speak.
Cuando ya no estás enojado, entonces podemos hablar";When you are no longer angry, then we can speak.'
Cuando hago esto, estoy reprender. Así que hay muchas maneras diferentes de reprender.;When I do this, I am rebuking. So there are many different ways to rebuke.
