Y en el versículo 8 dice, pero ahora ustedes mismos deben apagar todas estas cosas.;And in verse 8 it says, but now you yourselves are to put off all these things.
y Hermanas de la iglesia y ellos en su casa están en su trabajo tienen un vocabulario desagradable con palabras falsas con argumentos de ira;and Sisters of the church and they in their home they're at their job they have an unpleasant immodest vocabulary with foul words with wrath anger arguments
y muchos insultos su vocabulario es un vocabulario que no es de un hijo de Dios de una hija de Dios.;and many insults their vocabulary is a vocabulary that is not from a son of God from a daughter of God.
He oído eso. Lo he visto en mi viaje de vida espiritual.;I have heard that. I have seen it in my spiritual life journey.
Lo he visto en muchas personas, y me preguntaba, pero ¿por qué estas personas todavía viven estas cosas,;I have seen it in many people, and I wondered, but why do these people still live these things,
no cambian su cabeza, no han cambiado, eso es muy triste.;they do not change their head, have not changed, that is very sad.
Así vemos que el apóstol Pablo tenía toda la razón cuando dio este amonestamiento Y les dijo a los creyentes que no hicieran estas cosas,;So we see that the Apostle Paul was absolutely right when he gave this admonishment And told the Believers not to do these things,
que si habéis nacido en Cristo Jesús, aquellos que han sido resucitados con Cristo deben buscar las cosas arriba,;that if you have been born in Christ Jesus, those who have been raised with Christ should seek the things above,
las cosas celestiales. y no poner sus ojos en las cosas terrenales.;the Heavenly things. and not set their sights on Earthly things.
Él dice porque Dios se enojará y tal vez Dios eliminará las bendiciones;He says because God will get angry and perhaps God will remove the blessings
y Dios permitirá que estas personas se confundan o que el diablo venga;and God will allow these people to get confused or let the devil come
y confundirlos porque eso es lo que pasa cuando los hermanos;and confuse them because that is what happens when brothers
y las hermanas no se convierten completamente a Dios no cambian después de que Dios les ha dado muchas oportunidades mucho tiempo;and sisters do not fully convert to God do not change after God has given them plenty of opportunities a lot of time
y oportunidades sucede que el enemigo viene o los espíritus malignos vienen y poseen a esta gente;and opportunities it happens that the enemy comes or evil spirits come and possess these people
y el mal que tenían se vuelve peor. Así que el comportamiento de esta gente se vuelve peor que antes,;and the evil they had becomes worse. So the behavior of these people people becomes worse than before,
por no haberse arrepentido en el tiempo, no habiendo cambiado en el tiempo, porque puedes cambiar,;because of not having repented in time, not having changed in time, because you can change,
puedes controlar la carne, puedes poner la carne a dormir en estos pecados en estas cosas,;you can control the flesh, you can put the flesh to sleep in these sins in these things,
no permitir que nuestra carne dé renombre libre a nuestra carne, para que haga todo lo que siente,;not allowing our flesh to give free reain to our flesh, so that it does everything it feels,
pero podemos tener en control nuestros deseos materiales físicos de nuestro cuerpo de nuestra carne.;but we can have in control our physical material desires of our body of our flesh.
Así que aquí dice tener cuidado con los hermanos y hermanas del lenguaje, ten cuidado con estas cosas.;So here it says to be careful with y language brothers and sisters be careful with these things.
También mentiras, mentiras son otra cosa. Sé que conozco gente que también le gusta mentir;Also lies, lies are another thing. I know I know people who also like to lie
y que, uh, crees que nadie se da cuenta de que nadie te ve pero Dios está mirando;and that, uh, you think no one notices you think no one sees you but God is watching
y Dios está deduciendo puntos que él te está descalificando y él deduce puntos porque no estás en buen estado con el Señor.;and God is deducting points he is disqualifying you and he deducts points because you are not in good standing with the Lord.
Las mentiras no son buenas porque con una mentira engañas;Lies are not good because with a lie you deceive
y dañar a otra persona que lastimas a otra persona que les ofendes;and harm another person you hurt another person you offend them you mistreat them
y con una mentira haces que otras personas desconfien de nosotros nunca más. La persona nos escucha;and with a lie you make other people distrust us to never trust us again. The person listens to us
y dice, bueno, quién sabe si me está diciendo la verdad, porque con cuánto miente,;and says, well, who knows if he is telling me the truth, because with how much he lies,
con cuanto miente, dicen quién sabe si lo que me dicen es verdad o si es mentira,;with how much she lies, they say who knows if what they are telling me is true or if it's a lie,
lo dudan. Entonces usted ve el daño que se hace a la gente;they doubt that. Then you see the harm that is done to people
y todo por nuestra falta de ser lo sincero.;and all because of our lack of being what sincere.
Después de habernos convertido a Dios y después tenemos los dones espirituales;After we have converted to God and after we have the spiritual gifts
y que estamos trabajando en la iglesia con la imposición de manos Y con los dones espirituales,;and that we are working in the church with the laying on of hands And with the spiritual gifts,
entonces hermanos y hermanas, necesitamos cambiar, necesitamos cambiar,;then brothers and sisters, we need to change, we need to change,
necesitamos eliminar todas estas cosas de nuestra vida. Y la recompensa será genial.;we need to remove all these things from our life. And the reward will be great.
no en esta vida, tal vez será en la próxima vida, la recompensa que Dios le da,;not in this life, perhaps it will be in the next life, the reward that God gives him or her,
o tal vez Dios le dará mucho poder. y lo apoyará más;or perhaps God will give him or her a lot of power. and will support him or her more
y más. Entonces vemos que Dios siempre nos recompensa, nos paga y dice que nos paga según nuestras obras.;and more. Then we see God always rewards us he pays us And says that he pays us according to our works.
Todo lo que Dios hace por nosotros, no exige nada de nosotros de forma gratuita. Dice que nos recompensa.;Everything that God does for us, he does not demand anything from us for free. He says he rewards us.
Siempre habló, diciendo, quien entre vosotros ha hecho esto o aquello o se ha sacrificado.;He always spoke, saying, who among you has done this or that or has sacrificed themselves.
y no recibió cien veces más que una recompensa dijo el Señor Jesucristo.;and not received a hundred times as much as a reward said the Lord Jesus Christ.
Él recompensa a la gente para que nadie diga que he hecho todo este trabajo gratis nadie puede decir que Dios nos paga;He rewards people so that no one says I have done all this work for free no one can say that God pays us
y nos pagará tres veces cuatro veces más que lo que hacemos.;and will pay us three times four times more than what we do.
Así que aquí nos estamos preparando para viajar al mundo y predicar la palabra del Señor.;So here we are preparing to travel the world and preach the word of the Lord.
Esto significa amor a Dios también significa amar al Señor pero para eso tenemos que deshacernos de muchas cosas el honor;This means love for God too it means loving the Lord but for that we have to get rid of many things the honor
y la gloria sea para él al Señor y que este consejo sirva a todos nosotros hoy;and the glory be to him to the Lord and may this advice serve all of us today
y no sólo todos nosotros, sino también aquellos que nos verán en el video en diferentes lugares del mundo;and not only all of us but also those who will see us in the video in different places of the world
y muchas iglesias así el honor y la gloria es para el Señor.;and many churches so the honor and the glory is for the Lord.
