Tengo una pregunta de la Biblia, hermana, en Eclesiastés 7:16.;I have a question from the Bible, sister, in Ecclesiastes 7:16.
y el bien para vivir bien. No. Por lo tanto, Dios nos enseña que en la vida, en la vida material que llevamos,;and the good to live well. No. Therefore, God teaches us that in life, in the material life we lead,
pueden pasar muchas cosas. Los malvados pueden vivir muchos años;many things can happen. The wicked can live many years
y puede tener mucho dinero y vivir bien.;and can have a lot of money and live well.
Y los justos, los que agradan a Dios, pueden vivir apenas con lo que necesitan;And the righteous, those who please God, may live just barely with what they need
y faltan muchas cosas o tienen una vida muy corta.;and lack many things or have a very short life.
Quizás eso suceda porque eso es lo que Dios enseña. Que no importan tanto las cosas materiales de la vida.;Perhaps that happens because that is what God teaches. That it's not so much the material things in life that matter so much.
Vida eterna, nuestra vida espiritual es lo más importante. Eso es un lado.;Everlasting life, our spiritual life is the most important thing. That's one side of it.
Por otra parte, dice que después de ver al hombre justo perece a pesar de su justicia mientras el hombre malo a través de su maldad prolonga sus días,;On the other hand, it says that after seeing the righteous man perish despite his righteousness while the wicked man through his wickedness prolongs his days,
uno no debe ser demasiado justo ni demasiado sabio. En otras palabras, una persona debe ser moderada, justa, equilibrada;one should not be overly righteous nor overly wise. In other words, a person must be moderate, fair, balanced
y no extremo en sus acciones o en asuntos de la vida.;and not extreme in their actions or in matters of life.
Así que se vuelve demasiado justo y por eso comienza a juzgar a otros, señalando sus faltas;So he becomes overly righteous and because of that he starts judging others, pointing out their faults
y negarse a perdonarlos. Como resultado, la gente comienza a disgustarse con él;and refusing to forgive them. As a result, people begin to dislike him
e incluso buscar formas de hacerle daño, pensando que es demasiado estricto, demasiado extremo.;and even look for ways to harm him, thinking he's too strict, too extreme.
Ya no lo ven como justo, sino como duro o inhumano.;They no longer see him as righteous, but as harsh or inhumane.
Preguntan: "¿Cómo no puede ponerse en los zapatos de otra persona?;They ask, 'How can he not put himself in someone else's shoes?
¿Por qué no muestra compasión? ¿Por qué no es más flexible?;Why doesn't he show compassion? Why isn't he more flexible?
Así que eso es lo que enseña. En la vida, debemos ser flexibles;' So that's what it teaches. In life, we must be flexible
y no ser demasiado exagerado ni demasiado indulgente o tolerante, ¿verdad?;and not be too exaggerated nor too lenient or tolerant, right?
Tampoco demasiado estricto, pero debe haber flexibilidad y equidad en nuestro comportamiento hacia los demás para que todo el mundo esté bien para que haya armonía,;Not too strict either, but there should be flexibility and fairness in our behavior toward others so that everyone is well so that there's harmony,
la gente es feliz y todo va bien. Así que no vayas al extremo, pero se miden;people are happy and everything goes well. So don't go to the extreme, but be measured
y moderado. Nos vemos en el medio. Eso es lo que enseña, ¿verdad?;and moderate. Meet in the middle. That's what it teaches, right?
La práctica de las cosas de la vida, sea lo que sea, trabajo, posiciones, gobiernos, bueno, todo.;The practice of the things of life, whatever it is, work, positions, governments, well, everything.
Está dando una lección general. Y estaba allí viendo lo que la gente hacía.;It's giving a general lesson. And he was there watching what people were doing.
Tantas veces una persona por ser demasiado estricta y recta a la perfección es entonces llevado a la muerte porque por ejemplo le acusan de algo;So many times a person for being too strict and upright to perfection is then led to death because for example they accuse him of something
y entonces él por decir la verdad se enfrenta a la muerte entonces de repente alguien le dice que no diga eso que usted no sabe nada o pretende ser sin sentido.;and then he for telling the truth faces death then suddenly someone tells him no don't say that say that you don't know anything or pretend to be clueless.
Así que finge ser insensato y luego no es acusado.;So he pretends to be clueless and then he isn't accused.
Pero porque era tan estricto, se acusó en lugar de pretender ser insensato para defender su vida.;But because he was so strict, he accused himself instead of pretending to be clueless to defend his life.
Y al acusarse, lo llevan a la muerte o a la cárcel.;And by accusing himself, they lead him to death or to jail.
¿Verdad? Estas son las cosas que suceden en la vida. Hazlo todo sabiamente,;Right? These are the things that happen in life. Do everything wisely,
todo con sabiduría para no dañar a nadie. Haz cosas en moderación.;everything with wisdom so that we don't harm anyone. Do things in moderation.
En moderación para que todo el mundo sea feliz y no haya errores o fracasos en la vida de otros.;In moderation so that everyone is happy and there are no mistakes or failures in the lives of others.
No en mí, no en otros, no en los involucrados, sino para que la gente bien,;Not in me, not in others, not in those involved, but so that people well,
todas las personas pueden recibir una lección, una experiencia, una bendición o un castigo, y que todo es justo.;all people can receive a lesson, an experience, a blessing or a punishment, and that everything is fair.
Así que lo que enseña es hacer cosas en moderación, ser sabio.;So what it's teaching is do things in moderation, be wise.
