Gracias. Que el Señor os bendiga, hermanos y hermanas.;Thank you. May the Lord bless you, brothers and sisters.
De cualquier manera, la enseñanza es para los miembros de la familia que han tenido, digamos, digamos, la bendición,;Either way, the teaching is for those family members who have had, let us say, let us say the blessing,
la bendición de poder asistir a la iglesia todos juntos. y todos entienden en toda la iglesia.;the blessing of being able to attend church all together. and they all understand in all attend church.
Conozco grandes familias de 40 miembros más Y todos son de la iglesia.;I know great families of 40 plus members And they are all of church.
Qué hermoso. Es tan hermoso escuchar a estas personas, esa unidad, esa comprensión, comprensión.;That's so beautiful. It's so beautiful to hear these persons, that Unity, that understanding, comprehension.
Pero aquí estamos caminando hacia un Turner Life Learning viviendo diferentes circunstancias mientras llegan;But here we are walking towards a Turner Life Learning living different circumstances as they arrive
y pedir al Señor prudencia y sabiduría. Así que abramos nuestras Biblias a Deuteronomio capítulo 18;and asking the Lord for prudency and wisdom. So let us open our Bibles to Deuteronomy chapter 18
y vamos a estar leyendo del versículo 9 al 14.;and we're going to be reading from verse 9 through 14.
Donde nuestro Señor enseñó a Moisés que él, al mismo tiempo, tenía que enseñar al pueblo con respecto a estas costumbres paganas,;Where our Lord taught Moses that he, at the same time, had to teach the people regarding these Pagan Customs,
Para que el pueblo de Israel no peque o cometa estos errores de caer en estas trampas del enemigo de celebrar estas celebraciones paganas.;So that the people of Israel would not sin or commit these mistakes of falling in these traps of the enemy of celebrating these Pagan celebrations.
porque las otras naciones las celebraban, lo seguían.;because the other nations did celebrate them, they did follow this.
y el pueblo de Israel quería imitar a todas estas otras personas Y el Señor dice a Moisés:,;and the people of Israel wanted to imitate all these other persons And the Lord says to Moses,
le dice a Moisés que tenía que prohibir esto, por eso el Señor le dice a Moisés que diga al pueblo de Israel:,;tells Moses he had to prohibit this, this is why the Lord tells Moses tell the people of Israel,
en el versículo 9, cuando entras en la tierra que el Señor tu Dios te da,;in verse 9, when you come into the land which the Lord your God is giving you,
no aprenderás a seguir las Abominaciones de esas Naciones.;you shall not learn to follow the Abominations of those Nations.
No se hallará entre vosotros quien haga pasar a un hijo o a su hija por el fuego,;There shall not be found among you anyone who makes a son or his daughter pass through the fire,
o uno que practica brujería, o un soothsayer, o quien interpreta a Omens, o un hechicero.;or one who practices witchcraft, or a soothsayer, or one who interprets Omens, or a sorcerer.
Todo esto fue hecho por las otras naciones. Todo esto se llama paganismo,;All of this was done by the other nations. All of this is called paganism,
y cuando estaban practicando todas estas cosas tenían estas celebraciones;and when they were practicing all of these things they had these celebrations
y estas celebraciones eran hacia demonios hacia los muertos estas estatuas imágenes;and these celebrations were towards demons towards the dead these statues images
y ellos miraban lo que las otras naciones practicaban para intentar;and they would look at what the other nations practiced to try
e imitarlos. Pero aquí el Señor sabiendo que el pueblo de Israel caería en la trampa advertirles Y él les dice versículo 11,;and imitate them. But here the Lord knowing that the people of Israel would fall in the Trap warn them And he tells them verse 11,
o alguien que conjura hechizos, o medio, o espírita, o nadie, o llama a los Muertos.;or one who conjures spells, or a medium, or a spiritus, or no one, or calls up the Dead.
No llames a los muertos dice cuatro todos los que hacen estas cosas son una abominación al Señor.;Do not call up the dead it says four all who do these things are an Abomination to the Lord.
Es una abominación al Señor, ofende al Señor, a cualquier persona, hombre o mujer,;It is an Abomination to the Lord, it offends the Lord, any person, man or woman,
que practica todas estas cosas. Y debido a estas abominaciones,;who practices all of these things. And because of these Abominations,
el Señor tu Dios los expulsa de todas estas naciones de delante de ti, desde antes de su presencia,;the Lord your God drives them out all of these nations from before you, from before his presence,
los sacó, porque estaban haciendo todas estas cosas mal. todos estos actos paganos;he drove them out, because they were doing all of these things evil. and wicked all these Pagan acts
y por eso el Señor los expulsó y eligió a un pueblo, el pueblo de Israel.;and this is why the Lord drove them out And chose a people, the people of Israel.
Y aquí dice el Señor, en 13 seréis intachables,;And here the Lord says, in 13 ye shall be blameless,
como el Señor sin culpa delante del Señor tu Dios serás, porque por estas naciones que despojarás,;as the Lord blameless before the Lord your God you shall be, because for these nations which you will dispossess,
Escucha convulsiones y adivinos. Ellos los escuchan, pero en cuanto a ti,;Listen to seizures and diviners. They listen to them, but as for you,
el Señor tu Dios no es nombrado tal para ti.;the Lord your God is Not appointed such for you.
Esto es lo que Nuestro Señor dice, que el pueblo de Israel, no permitiría a su pueblo.;This is what Our Lord says, that the people of Israel, he would not allow his people.
No permitiría esto. Pero como vemos a este pueblo de Israel cayeron en la trampa del diablo y después que el Señor prohibió,;He would not allow this. But as we see this people of Israel they fell in the Trap of the devil And after the Lord prohibited,
cayeron en el pecado, cuando los reyes en Israel, el primer rey que era Saúl.;they fell in the Sin, when the kings in Israel, the first king which was Saul.
Y allí, desde entonces, se fueron todos los reyes, una mayoría,;And there, from then, gone all the kings, some majority,
hicieron lo que era malo antes de la vista del Señor. y cometieron estas Abominaciones.;they did what was evil before the sight of the Lord. and they committed these Abominations.
Los Reyes construirían altares y harían estatuas de imágenes;The Kings they would build altars and they would make images statues
y ellos adorarían a ellos adorarían estas estatuas Y los pondrían en el templo del Señor,;and they would adore them they would adore these statues And they would put them in the temple of the Lord,
el templo que Salomón había construido para el Señor, ellos harían altares Y en estos altares colocarían estas estatuas de estas imágenes de otros dioses,;the temple that Solomon had built for the Lord, they they would make altars And in these altars they would place these statues of these images of other gods,
y adorarían a estos dioses. Estaban cerca de los ejércitos del sol, como el sol, la luna,;and they would adore these gods. They were door the armies of the sun, like the sun, the moon,
las estrellas, los signos zodiacos. Se convirtieron en soothsayers. Asignarían el espíritu medio.;the stars, the zodiac signs. They became soothsayers. They would assign medium spiritus.
Adoraron todas estas imágenes. Y todas estas estatuas,;They adored all of these images. And all these statues,
e hicieron esto dentro del Templo del Señor, este Templo que Salomón había construido, tan lleno de majestuosidad.;and they did this inside the Temple of the Lord, this Temple that Solomon had built, so full of majesticness.
y belleza construida para el Señor. Pero todo esto estaba lleno de abominaciones allí el templo estaba contaminado Y ahí estaba,;and beauty built for the Lord. But all of this there was full of Abominations there the temple was defiled And there it was,
lleno de fornicación, idolatría, todas estas celebraciones, estos actos paganos que el hombre pueblo de Israel comenzó a imitar.;full of fornication, idolatry, all of these celebrations, these Pagan acts that man the people of Israel began to imitate.
y siguen a las otras naciones y ofenden a Dios y se apartaron del camino del Señor.;and follow the other nations and offend God and they turned away from the path of the Lord.
Todas estas costumbres paganas que el Señor había hablado por la boca de Moisés para alejarse de;All of these Pagan Customs that the Lord had spoken through the mouth of Moses to turn away from
y no hacer estas cosas. no entrar en los Hechiceros o los Soothsayers, para no seguir estas creencias,;and to not do these things. not to become into Sorcerers or soothsayers, to not follow these beliefs,
adorar a los muertos o demonios, no adorar a todo el Sol, la luna, como mencioné antes de las Estrellas.;adoring the dead or demons, to not adore all of the Sun, the moon, like I mentioned before the Stars.
Y consulta a estos médiums para no hacer estas cosas, ellos también,;And Consulting these mediums to not do these things, they, as well,
pasaría a sus hijos por el fuego para adorar a sus dioses. Todo esto hizo el pueblo de Israel,;would pass their children through the fire to adore their gods. All of this the people of Israel did,
y lo hicieron porque el rey es el que gobernaba era el mal;and they did so because the king is the one that governed were evil
y ellos hicieron lo malo ante el Señor y allí comenzaron todas estas celebraciones paganas;and they did what was evil before the Lord and there all of these Pagan celebrations began
y es por eso que estos por ejemplo Halloween como he mencionado antes están allí para el diablo.;and this is why these for example Halloween like I mentioned before are there for the devil.
Sabemos hoy que hay un culto satánico por ejemplo;We know today there is a satanic cult for example
y están diciendo hoy que adorar al diablo ahora es una religión;and they're saying today that worshiping the devil it is now a religion
y lo harán una religión adorando al diablo;and they're going to make it a religion worshiping the devil
y adorarlo y sacrificar a los niños para sacrificar a las personas ante él todas estas cosas.;and worship him and to sacrifice children to sacrifice persons before him all of these things.
Y el 31 de octubre es el día del diablo, donde el diablo se manifiesta,;And October 31st is the day of the devil, where the devil manifest,
Y cuántas personas caen como víctimas sin conocimiento en la trampa del diablo.;And how many persons fall as victims without knowledge in the Trap Of The Devil.
¿Porque el diablo hace muchas cosas desagradables? Hay muchos peligros, muchas personas caen en enfermedades,;because the devil does many displeasing things? There are many dangers, many persons fall in illnesses,
caen víctimas de estos actos de brujería, el diablo les da daño.;fall victims to these acts of sorcery, the devil brings harm against them.
Todas estas cosas que escuchas en algunos lugares del mundo, donde los niños desaparecen, niños desaparecidos,;All of these things you hear in some places around the world, where children disappear, missing children,
porque los usan como sacrificio para el diablo, para estos demonios.;because they use them as sacrifice for the devil, for these demons.
y el pueblo que ignora la doctrina que ignora la palabra del Señor está allí dispuesto;and the people who ignore the doctrine who ignore the word of the Lord are there willing
y participar en estas celebraciones y colocan a los niños para hacer todas estas cosas.;and participating in these celebrations and they place the children to do all these things.
Los niños que no saben que no saben estas cosas simplemente siguen lo que dicen los adultos.;The children they do not know they don't know these things they simply follow what the adults say.
Así que en estas celebraciones, igual que adorar a los muertos que en algunos países es la costumbre de honrar a los muertos,;So in these celebrations, just as worshiping the dead that in some countries is the custom to honor the dead,
en noviembre para llevar comida a los muertos también toman música de celebraciones.;in November to take food to the dead they take celebrations music as well.
En diciembre esa celebración del 24 de diciembre, según la historia, los que honraban a estos ídolos en estas estatuas,;In December that celebration of December 24th, according to history, those that were honoring these Idols in these statues,
estas personas de las que estamos leyendo, aunque eran personas de Israel, hicieron todas estas Abominaciones,;these persons that we're reading about, though those were people of Israel, they did all these Abominations,
tenían estas costumbres, sus dioses con nombres específicos. Y adoraron a estos dioses.;they had these Customs, their gods with specific names. And they adored these Gods.
Cuando el Señor Jesucristo vino con su evangelio para predicar el evangelio,;When the Lord Jesus Christ came with his gospel to preach the gospel,
él encuentra que las personas que están llenas de idolatría con creencias, sooth Sayers, médiums, todas estas personas,;he finds that the people who are full of idolatry with beliefs, sooth Sayers, mediums, all these persons,
todas estas cosas están ahí. Y la gente está mezclada, mezclando el cristianismo con todos estos actos de Pagan, la gente,;all these things are there. And the people are mixed, mixing Christianity with all of this Pagan acts, the people,
aquellos que supuestamente eran los que enseñaban la palabra de Dios,;those that supposedly were the ones teaching the word of God,
no tenían la capacidad ni la autoridad para enseñar a corregir Y prohibir completamente,;they did not have the capacity or the authority to teach to correct And to prohibit completely,
lo que hicieron fue hacer, como, un intercambio o una invitación.;what they did was make, like, an exchange or an invitation.
Bueno, desde el 24 de diciembre, este tal Dios nació, esta Divinidad nació, así que mejor aún,;Well, since December 24th, this such God was born, this Divinity was born, so better yet,
cambiemos el nombre. Y decir que Jesús nació,;let us change the name. And say that Jesus was born,
y continuar con su celebración, continuar con sus vacaciones de esta manera.;and continue with your celebration, continue with your with your holiday in this way.
Estas celebraciones de Pagan surgieron porque comenzó a cambiar los nombres de sus dioses por nombres de hombres;These Pagan celebrations came forth because it began to change the names of their gods for names of men
y mujeres que eran cristianos, supuestamente. por eso hoy encontramos tantos santos llamados, tantas supersticiones,;and women who were Christians, supposedly. so this is why today we find so many Saints named, so many superstitions,
tantas cosas en estas celebraciones de Pagan. Las cosas que encontramos porque mezclaron toda esa mitología, idolatría,;so many things in these Pagan celebrations. Them things that we find because they mixed all of that mythology, idolatry,
todas esas cosas del pasado, lo mezclaron con el cristianismo para confundir a engañar al pueblo.;all of those things of the past, they mixed it with Christianity to confuse to deceive the people.
y decir que continuaste creyendo en Dios pero también tenías que hacer el otro.;and to say that you continued believing in God but you had to do the other as well.
Así que el Señor enojó al pueblo de Israel en la Antigüedad, en el Señor se separó hoy mismo,;So the Lord angry destroyed the people of Israel in the Antiquity, in the Lord separated himself today,
el Señor se aleja de todo hombre y mujer que está practicando estos actos.;the Lord turns away from all man and woman who is practicing these acts.
y dicen que son cristianos, dicen que están en la iglesia, dicen que están asistiendo a la iglesia,;and say they are Christian, say that they are in the church, say that they are attending church,
pero si usted está practicando todas estas cosas, entonces el Señor se aparta.;but if you are practicing all of these things, then the Lord turns away.
El Señor no bendice, el Señor no escucha sus oraciones, no escucha, no es misericordioso.;The Lord does not bless, the Lord does not hear your prayers, does not listen, is not merciful.
Por lo tanto, tenemos que apartarnos de estos actos porque hay muchos dentro de la congregación simplemente fingiendo que están buscando a Dios.;So, therefore, we have to turn away from these acts because there are many within the congregation simply pretending that they're looking for God.
y allí van y quieren escuchar profecía para que el Señor les hable y los consuele,;and there they go and want to hear prophecy for the Lord to speak to them And comfort them,
y luego, cuando llegan a casa, continúan viviendo su vida, su vida equivocada, esa vida del diablo,;and then, when they arrive home, they continue living their life, their wrongful life, that devil life,
allí viven una doble vida. Y siguen creyendo en supersticiones;there they are living a double life. And they continue believing in superstitions
y juramentos, creyendo en todo lo que el diablo ha creado, todo lo que el mundo hace.;and Oaths, believing in all that the devil has created, all that the world does.
Necesitamos tener convicción que necesitamos tener certeza en Dios creer en el Señor sólo en el Señor;We need to have conviction we need to have certainty in God believe in the Lord only in the Lord
y no creer en ningún objeto o en ninguna otra circunstancia Y cualquier otro ser olvida todas estas cosas,;and not believe in any object or in any other circumstance And any other being forget all these things,
tenemos que leer la Biblia para aprender, así que tenemos que apartarnos de todo esto, hermanos. Y hermanas,;we have to read the Bible to learn, so we have to turn away from all this, brothers. And sisters,
y si ves personas en la iglesia haciendo todas estas prácticas, enseñarles, corregirlas,;and if you see persons in the church doing all of these practices, teach them, correct them,
habla con el médico. y hablar con ellos con la palabra del Señor para que puedan apartarse de esto.;speak to them with the doctor. and speak to them with the word of the Lord so that they can turn away from this.
Por eso no reciben bendiciones de Dios, y hay quienes comienzan a vivir porque piensan que si no celebran estas fiestas o estos días paganos.;This is why they don't receive blessings from God, and there are those who begin to live because they think that if they don't celebrate these holidays or these Pagan days.
creen que su familia los abandonará. No les gusta,;they think their family will abandon them. They are not liked,
y sus familias los criticarán, pero necesitamos tener convicción.;and their families will criticize them, but we need to have conviction.
y no debemos preocuparnos de lo que otros dirán pero continuar adelante en la Perfección;and we should not worry of what others will say but continue forward in Perfection
y buscando al Señor y olvidando todos estos rituales Aduanas estas celebraciones de pegging;and seeking the Lord and forgetting all of these rituals Customs these pegging celebrations
y toda esta idolatría y toda esta Brujería Y todo esto que el enemigo ha usado para destruir el alma,;and all of this idolatry and all of this Witchcraft And all of this that the enemy has used to destroy the soul,
la vida espiritual del pueblo, necesitamos arrepentirnos.;the spiritual life of the people, we need to repent.
y necesitamos buscar a este Dios viviente este Dios en espíritu Y rezad,;and we need to seek this living God this God in spirit And pray,
porque el Señor es el único que da alegría.;because the Lord is the only one that gives Joy.
Vosotros apartáis las cosas, orad al Señor, leed la Biblia, aprended la doctrina.;Your turn away things, pray to the Lord, read the Bible, learn the doctrine.
y verás cómo el Señor estará contigo y te bendecirá;and you will see how the Lord will be with you and will bless you
y escuchará sus oraciones y cumplirá los deseos;and will hear your prayers and it will fulfill the desires
y los deseos de tu corazón. Esta es la invitación;and the wants of your heart. This is the invitation
y mis amados hermanos y hermanas siguen leyendo la Biblia Y sigue aprendiendo la doctrina.;and my beloved brothers and sisters continue reading the Bible And continue learning the doctrine.
Oremos al Señor para pedirle que nos dé apoyo, bendito padre celestial, gracias Señor,;Let us pray to the Lord to ask him to give us support, blessed heavenly father, thank you Lord,
gracias por permitirnos en este momento de reflexión, sobre todas estas circunstancias, toda esta situación,;thank you for allowing us in this moment of reflection, upon all of these circumstances, all of this situation,
todo el mundo ha creado, el diablo ha mostrado que la gente les ha enseñado este camino equivocado.;all of the world has created, the devil has shown the people has taught them this wrongful path.
Y el diablo les ha estado incitando a todos a hacer lo contrario de lo que quieren,;And the devil has been enticing them all to do the contrary of what you want,
para que nadie te obedezca, así que no te adorarán ni te alabarán.;so that no one obeys you, so they won't worship or praise you.
El diablo siempre quiere celebrar al hombre de tu presencia.;The devil always wants to celebrate man from your presence.
El diablo quiere destruir la vida espiritual del pueblo.;The devil wants to destroy the spiritual life of the people.
y le pido a mi Señor que nos ayude a ayudarnos a todos esos hermanos Y hermanas que están en la iglesia,;and I ask my Lord that you help us help us all help those brothers And sisters who are in church,
les ayudan, les dan convicción, certidumbre de que aprenden la doctrina, que tienen miedo de ustedes,;help them, give them conviction, certainty that they learn the doctrine, that they have fear of you,
Y te siguen. Que se aparten de sus caminos equivocados,;And they follow you. That they turn away from their wrongful ways,
que se apartan de todas estas creencias que el diablo ha puesto en sus mentes. en sus corazones.;that they turn away from all of these beliefs that the devil has placed in their minds. in their hearts.
Padre celestial, ayuda a O Señor a liberar, romper todas estas cadenas todas estas grilletes.;Heavenly Father, help O Lord to deliver, break all of these chains all of these shackles.
Y esclavitud, de la cual el enemigo ha restringido a muchos, y los tiene en esa prisión espiritual,;And bondage, of which the enemy has restrained many, and has them in that spiritual prison,
allí están como prisioneros esclavizados y servidumbre y el pueblo sufre esto es por lo que el pueblo tiene tantas enfermedades Y mucho sufrimiento;there they are as prisoners enslaved and bondage and the people suffer this is why the people have so many illnesses And much suffering
dolor, miseria y pobreza. No tienen dinero. Ellos carecen de comida, ropa, un lugar para vivir.;and pain, misery and poverty. They are lacking money. They are lacking food, clothing, a place to live.
No son felices, todo porque han entregado todas estas creencias.;They are not happy, all because they have given over to all of these beliefs.
y todo este tipo de idolatría y Pagan actúa Señor santo pidiendo que usted extiende su mano Y limpia,;and all of this type of idolatry and Pagan acts holy Lord asking that you extend your hand And deliver cleanse,
cada uno que enseñas, Señor, el camino que das,;each one that you teach, O Lord, the path that you give,
Apocalipsis que enseñan el camino correcto para seguir, gracias mi Señor, y Dios todopoderoso.;Revelations that you teach the right way to follow, thank you my Lord, And all-powerful God.
en el nombre de vuestro Hijo Jesucristo, pido también a mi Señor,;in the name of your Son Jesus Christ, I ask my Lord, as well,
preguntando que extiendes tu mano de milagros, curaciones, maravillas,;asking that you extend your hand of miracles, healings, wonders,
que siempre os pedimos en todas nuestras oraciones, para que vosotros, Señor, sanéis.;that we always ask of you in all of our prayers, so that you, O Lord, may heal.
y hacer maravillas en la gente de quien he creído Y están dispuestos a hacer su voluntad, Señor bendito,;and do wonders in the people those of whom I've believed And are willing to do your will, blessed Lord,
gracias por escuchar la oración, gracias, mi padre, porque nos permites estar ante tu presencia,;thank you for listening to the prayer, thank you, my father, because you allow us to be before your presence,
para dar toda esta reflexión. Y queremos aprender tu palabra;to give all of this reflection. And we want to learn your word
y sigue tus caminos, gracias en el nombre de tu Hijo, Jesucristo.;and follow your ways, thank you in the name of your Son, Jesus Christ.
Gloria al Señor. Vamos a cantarle al Señor.;Glory to the Lord. We're going to be singing to the Lord.
Señor, coro 123, Aleluya, gloria al Señor, coro 123.;Lord, chorus 123, Hallelujah, glory to the Lord, chorus 123.
Gloria Jesús extranjero Jesús gloria al Señor gracias a mis amados hermanos;Gloria Jesus foreign Jesus glory to the Lord thank you my beloved brothers
y las hermanas que Dios os bendiga mucho en el extranjero.;and sisters may God bless you greatly foreign.
