Salmo 42. Cuando leamos los Salmos, leamos con todo nuestro corazón.;Psalm 42. When we read the Psalms, let's read with all our heart.
Ves, dice que por la integridad del corazón del ser,;You see, it says that because of the Integrity of the heart of the being,
Dios siempre ha estado defendiendo a esta persona, este ser es nuestra esperanza.;God has always been upholding this person, this being that is our hope.
Leer versículo 13: Bendito sea el Señor el dios de Israel de la gloria eterna a la gloria eterna Y honor a nuestro Dios.;Read verse 13: blessed be the Lord the god of Israel from Everlasting to Everlasting glory And honor to our God.
Así es como tenemos que leer los Salmos, así, con cuidado, meditando, analizando,;This is how we have to read the Psalms, like this, with care, meditating, analyzing,
para que también podamos tener ese beneficio en nuestro espíritu.;so that we too can have that benefit in our spirit.
y Dios está allí con nosotros escuchándonos mirandonos oyándonos,;and God is there with us listening to us looking at us hearing us,
y él responderá todo lo que le pedimos porque Dios está con nosotros.;and he will answer all that we ask of him because God is with us.
Las oraciones de los justos dice el Señor, la oración de un hombre justo vale mucho.;The prayers of the righteous says the Lord, the prayer of a righteous man avails much.
Así que vamos a ser valientes, amor y adoración a Nuestro Dios.;So we are going to be courageous and love and worship Our God.
Muy bien, estaremos rezando y despidiéndonos al mismo tiempo.;All right, we will be praying and saying goodbye at the same time.
Bendito Dios Todopoderoso, creador de los cielos y de la Tierra, nuestro Padre Celestial, que nos hizo con su mano,;Blessed God Almighty, creator of the heavens and the Earth, our Heavenly Father, who made us with his hand,
con tu poderosa mano nos hiciste, que nos puso, Señor, en este planeta, y que nos ha proporcionado.;with your powerful hand you made us, who placed us, Lord, on this planet, and who has provided.
y nos dio todas las cosas para vivir, todos los elementos que necesitamos vivir para existir,;and given us all things to live, all the elements we need to live to exist,
usted nos proporciona comida, mi Señor, usted nos proporciona comida material.;you provide us with food, my Lord, you provide us with material food.
Y también alimento espiritual, pero queremos, Señor mío, que nos des en abundancia,;And also spiritual food, but we want, my Lord, that you may give us in abundance,
espiritualmente nos abundan mucho, para que nos dé Señor, esa abundancia espiritual, ese crecimiento, ese progreso, esa Prosperidad,;spiritually abound us a lot, that you may give us Lord, that spiritual abundance, that growth, that progress, that Prosperity,
para que nos des inteligencia, que nos da prudencia de sabiduría, que nos da razonamiento lógico,;that you may give us intelligence, that you give us wisdom prud, that you give us logical reasoning,
que podemos, Señor, razonar, comprender tus caminos. Cuando leemos la Biblia, podemos dar una interpretación exacta.;that we can, Lord, reason, understand, comprehend your ways. When we read the Bible, we can give an accurate interpretation.
y nos enseñarás que nos guiarás Señor nos guiarás con tu poder con tu amor con tu misericordia;and you will teach us you will guide us Lord you will guide us with your power with your love with your mercy
y así como la Biblia dice que nos guiarás incluso más allá de la muerte.;and just as the Bible says you will guide us even Beyond Death.
Gracias Señor porque nos dirás que tenemos que tener tranquilidad y paz porque esa tranquilidad;Thank you Lord because you will tell us that we have to have tranquility and peace because that tranquility
y paz también nos darás que nos has dado felicidad nos has dado paz;and peace you will also give us us you have given us happiness you have given us peace Joy comfort
y la esperanza en seguir adelante en cada día encontrando tus bendiciones tu amor tu misericordia tus promesas son fieles;and hope in pressing on in every day finding your blessings your love your mercy your promises are faithful
tu misericordia es eterna y tu amor es eterno.;and true your mercy is forever and your love is Everlasting.
Por lo tanto Señor te necesitamos queremos tu amor queremos tu misericordia tu perdón Y tu paciencia queremos,;Therefore Lord we need you we want your love we want your mercy your forgiveness And your patience we want,
Señor, que hoy extiendes tu poderosa mano. Extender su mano poderosa sobre la cabeza de cada persona que somos esta noche,;Lord, that today you extend your powerful hand. Extend your powerful hand over the head of each person that we are this night,
incluso sobre aquellos que no podían venir. Pon tu mano poderosa, Señor, sobre todos nosotros.;even over those who could not come. Put your powerful hand, Lord, over all of us.
Y danos tu bendición. Señor, danos tu sanidad, tu liberación.;And give us your blessing. Lord, give us your healing, your deliverance.
Danos, Señor, la plenitud del Espíritu Santo. Danos, Señor, todo lo que necesitamos para vivir correctamente,;Give us, Lord, the fullness of the Holy Spirit. Give us, Lord, everything we need to live rightly,
tus caminos para caminar en Santidad, porque tenemos que ser santos, porque eres santo.;your ways to walk in Holiness, because we have to be holy, because you are holy.
Ayúdanos, Señor, a continuar, a dar alegría y felicidad a todas las personas, a quitar la tristeza, a quitar la amargura,;Help us, Lord, to continue, give joy and happiness to all people, take away sadness, take away bitterness,
quita la depresión, quita la brujería, la brujería, los espíritus malignos y las maldiciones de muchos.;take away depression, take away witchcraft, sorcery, evil spirits, and curses from many.
quita todo esto, destruye todo este mal trabajo, libera, sana, limpia,;take all this away, destroy all this evil work, deliver, heal, cleanse,
da alegría a los corazones de todo mi Señor, Señor sanador, sanador mental también Señor, líbrate. y limpiar a su padre;give joy to the hearts of all my Lord, healing Lord, mental healing also Lord, deliver. and cleanse father
y enviar el poder del Espíritu Santo enviar al Señor los dones espirituales;and send the power of the Holy Spirit send Lord the spiritual gifts
y hacer que todo el Señor se vuelva a usted que hay corazones convertidos a usted Señor sea usted resolver problemas Y dificultades para quitar la tristeza,;and make everyone Lord turn to you that there be Hearts converted to you Lord be you solving problems And difficulties taking away the sadness,
la amargura, quitar la pobreza física material, quitar la pobreza espiritual, Señor, dar abundancia, dar abundancia a todos los hermanos,;the bitterness, taking away physical material poverty, taking away spiritual poverty, Lord, give abundance, give abundance to all the brothers,
Y las hermanas abundan en sus corazones, provean al Señor todas las bendiciones materiales, dan alegría, dan alegría, dan paz a todos,;And sisters abound in their hearts, provide Lord all material blessings, give joy, give joy, give peace to all,
señor mío, que tu espíritu se manifieste en el corazón de cada uno, en la vida de cada uno, limpia.;my Lord, may your spirit manifest in the heart of each one, in the life of each one, cleanse.
y dar gracias Señor Señor Señor en el Nombre Glorioso de Jesús bendiciones Y las bendiciones son grandes,;and deliver thank you Lord Lord in the Glorious name of Jesus blessings And the blessings are great,
el Triumph es grande, la victoria es grande. Pronto vendrá una abundancia de dinero, también para muchos,;the Triumph is great, the victory is great. Soon there will come an abundance of money, also for many,
porque voy a dar dinero a muchos. Voy a dar una bendición para que disfruten de muchas cosas que en la vida no han alcanzado,;because I am going to give money to many. I am going to give a blessing so that they enjoy many things that in life they have not attained,
cosas que no han sido capaces de disfrutar o tener. y voy a prosperarlos;things they have not been able to enjoy or have. and I am going to prosper them
y voy a proporcionarles dinero hay bendición material, pero también estoy dando curaciones Y liberaciones,;and I am going to provide them with money there is material blessing but I am also giving healings And deliverances,
Me estoy quitando la amargura y la tristeza. Estoy quitando la depresión.;I am taking away the bitterness and the sadness. I am taking away depression.
Presiona, sé firme. Alabado sea mi nombre. Lee la Biblia.;Press on, be steadfast. Praise My Name. Read the Bible.
Y buscarme con todo tu corazón. porque estoy con todos ustedes.;And seek me with all your heart. because I am with all of you.
Presiona, sigue el amor, sigue la paz, busca la perfección, porque hay bendiciones.;Press on, follow love, follow peace, seek Perfection, because there are blessings.
La tristeza huirá muy pronto. El dolor huirá. y la prosperidad financiera;Sadness will flee very soon. Pain will flee. and financial prosperity
y la Prosperidad espiritual están llegando grandes bendiciones materiales y espirituales el dinero viene para muchas bendiciones;and spiritual Prosperity are coming great blessings material and spiritual ones money is coming for many blessings
y prosperidad daré confianza en mí y presionaré para animar sus corazones;and prosperity I will give trust in me and press on cheer your hearts
y leer y buscar mi camino con todo tu corazón;and read and seek my way with all your heart
y buscar mis cosas estaré con cada persona que ayudaré Y curación, limpieza,;and seek my things I will be with each person I will be helping And healing, cleansing,
y entregar, quitar hechizos, quitar brujería, quitar poderes, espíritus malignos en muchas personas, mucha liberación.;and delivering, taking away spells, taking away witchcraft, taking away powers, evil spirits in many people, much deliverance.
Estoy dando bendiciones para todos. Gracias, Señor, enderezando vidas espirituales, proporcionando las cosas materiales.;I am giving blessings for all. Thank you, Lord, straightening spiritual lives, providing the material things.
Gracias, Santo Padre. Gracias, Padre Celestial. Es necesario que presione.;Thank you, Holy Father. Thank you, Heavenly Father. It is necessary that you press on.
Es necesario que continúen, que hablen, y que profeticen, porque las bendiciones están llegando,;It is necessary that you continue, that you speak, and that you prophesy, because the blessings are coming,
los tormentos serán quitados de muchos, hay mucha gente atormentada, y serán liberados.;torments will be taken away from many, there are many tormented people, and they will be delivered.
Gracias, Señor. Gracias, Santo Padre. Gracias, Dios eterno, en el nombre Glorioso de Cristo Jesús.;Thank you, Lord. Thank you, Holy Father. Thank you, everlasting God, in the Glorious name of Christ Jesus.
Gloria al Señor. Gloria a Dios. Gracias al Señor gracias Padre celestial en el nombre de Cristo Jesús.;Glory to the Lord. Glory to God. [singing] Thanks be to the Lord thank thank you heavenly father in the Name of Christ Jesus.
