Mi primera pregunta está en el libro de Éxodo 7, verso 11 verso 11 lee como sigue,;My first question is in the book of Exodus 7, verse number 11 verse 11 reads as follow,
y como están fallando Dios Dios los deja solos y permite al diablo hacer cualquier daño que quiera en ellos.;and as they're failing God God leaves them alone and allows the devil to do any harm he wants on them.
Y el diablo tiene poder, pero por supuesto nuestro Dios es más poderoso.;And the devil does have power, but of course our God is more powerful.
Pero el diablo que el Señor le ha permitido hacer esas cosas porque hay personas que son rebeldes;But the devil the Lord has allowed him to do those things because there are people that are rebellious
y terco, aquellos que endurecen sus corazones es por ellos.;and stubborn, those who Harden their hearts it's because of them.
Pero para los hijos de Dios que son obedientes que aman a Dios que siguen sus caminos Dios no permitirá que el diablo les haga daño.;But for the children of God who are obedient who love God who follow his ways God will not allow the devil to harm them.
Dios no permitirá que el diablo haga eso.;God will not allow the devil to do that that's it.
Dios muchas veces puede decirle a una persona que el diablo ha venido a intentar hacerte daño muchas veces;God many times may tell a person the devil has come to try and harm you many times
y tomar tu vida pero no le he permitido ni permitiré que eso es lo que Dios dice a una persona a veces Y eso es así,;and take your life but I have not allowed him nor will I allow it that is what God says to a person sometimes And that is so,
así que Dios es el Todopoderoso, pero sí, el diablo o Dios le permite hacer cosas para castigar, repito,;so God is the Almighty, but yes, the devil or God allows him to do things to punish, I repeat,
para castigar el Corazón del Corazón, el desobediente. y los tontos que es lo que el Señor hace así, vamos a creer en lo que la Biblia dice;to punish the Heart of Heart, the disobedient. and the foolish that is what the Lord does so let us believe in what the Bible says
y no las opiniones de otras religiones en relación con estos asuntos.;and not the opinions of other religions in regards to these matters.
